x,y
0.000000,85.000000
0.000000,98.000000
1.000000,98.000000
2.000000,97.000000
3.000000,97.000000
4.000000,96.000000
14.000000,96.000000
15.000000,97.000000
17.000000,97.000000
23.000000,103.000000
23.000000,111.000000
20.000000,114.000000
18.000000,114.000000
17.000000,115.000000
15.000000,115.000000
12.000000,112.000000
11.000000,112.000000
10.000000,113.000000
4.000000,113.000000
3.000000,112.000000
2.000000,112.000000
0.000000,110.000000
0.000000,255.000000
255.000000,255.000000
255.000000,141.000000
252.000000,138.000000
252.000000,136.000000
254.000000,134.000000
255.000000,134.000000
255.000000,131.000000
254.000000,132.000000
252.000000,130.000000
252.000000,128.000000
250.000000,126.000000
249.000000,126.000000
248.000000,127.000000
240.000000,127.000000
236.000000,123.000000
236.000000,116.000000
237.000000,115.000000
237.000000,114.000000
239.000000,112.000000
239.000000,111.000000
240.000000,110.000000
240.000000,109.000000
242.000000,107.000000
247.000000,107.000000
248.000000,108.000000
249.000000,108.000000
252.000000,111.000000
255.000000,111.000000
255.000000,85.000000
37.000000,85.000000
36.000000,86.000000
35.000000,86.000000
34.000000,85.000000
