x,y
87.000000,228.000000
85.000000,230.000000
85.000000,234.000000
91.000000,240.000000
92.000000,240.000000
93.000000,239.000000
94.000000,239.000000
97.000000,242.000000
97.000000,243.000000
96.000000,244.000000
96.000000,246.000000
98.000000,248.000000
98.000000,250.000000
99.000000,251.000000
102.000000,251.000000
104.000000,249.000000
104.000000,248.000000
103.000000,247.000000
102.000000,247.000000
99.000000,244.000000
99.000000,241.000000
102.000000,238.000000
102.000000,235.000000
101.000000,234.000000
99.000000,234.000000
98.000000,235.000000
97.000000,234.000000
96.000000,235.000000
90.000000,235.000000
88.000000,233.000000
88.000000,229.000000
