x,y
215.000000,128.000000
214.000000,129.000000
214.000000,130.000000
215.000000,131.000000
215.000000,132.000000
213.000000,134.000000
212.000000,134.000000
211.000000,133.000000
210.000000,134.000000
209.000000,134.000000
207.000000,136.000000
207.000000,137.000000
206.000000,138.000000
206.000000,140.000000
205.000000,141.000000
205.000000,143.000000
204.000000,144.000000
206.000000,146.000000
212.000000,146.000000
213.000000,145.000000
213.000000,144.000000
215.000000,142.000000
216.000000,142.000000
217.000000,141.000000
217.000000,140.000000
219.000000,138.000000
220.000000,138.000000
221.000000,137.000000
224.000000,137.000000
227.000000,140.000000
223.000000,144.000000
223.000000,145.000000
220.000000,148.000000
219.000000,148.000000
218.000000,149.000000
218.000000,150.000000
216.000000,152.000000
217.000000,153.000000
222.000000,153.000000
224.000000,155.000000
226.000000,153.000000
226.000000,152.000000
228.000000,150.000000
228.000000,149.000000
229.000000,148.000000
229.000000,143.000000
228.000000,142.000000
228.000000,141.000000
232.000000,137.000000
232.000000,135.000000
231.000000,134.000000
228.000000,134.000000
225.000000,131.000000
225.000000,130.000000
224.000000,129.000000
218.000000,129.000000
217.000000,128.000000
