x,y
225.000000,85.000000
224.000000,86.000000
216.000000,86.000000
215.000000,87.000000
215.000000,88.000000
214.000000,89.000000
214.000000,91.000000
215.000000,92.000000
215.000000,93.000000
216.000000,94.000000
218.000000,94.000000
219.000000,93.000000
222.000000,96.000000
224.000000,96.000000
225.000000,95.000000
225.000000,94.000000
227.000000,92.000000
228.000000,92.000000
229.000000,91.000000
230.000000,92.000000
235.000000,92.000000
236.000000,91.000000
233.000000,88.000000
233.000000,87.000000
232.000000,86.000000
230.000000,88.000000
229.000000,88.000000
226.000000,85.000000
