x,y
229.000000,85.000000
228.000000,86.000000
228.000000,89.000000
225.000000,92.000000
220.000000,92.000000
218.000000,90.000000
218.000000,88.000000
217.000000,87.000000
213.000000,91.000000
213.000000,93.000000
214.000000,94.000000
215.000000,94.000000
218.000000,97.000000
223.000000,97.000000
226.000000,94.000000
226.000000,93.000000
229.000000,90.000000
231.000000,92.000000
231.000000,94.000000
232.000000,95.000000
233.000000,94.000000
233.000000,93.000000
237.000000,89.000000
237.000000,87.000000
235.000000,85.000000
