x,y
0.000000,85.000000
0.000000,255.000000
123.000000,255.000000
123.000000,253.000000
122.000000,252.000000
119.000000,252.000000
118.000000,253.000000
110.000000,253.000000
109.000000,252.000000
108.000000,252.000000
104.000000,248.000000
104.000000,247.000000
103.000000,246.000000
107.000000,242.000000
108.000000,242.000000
109.000000,241.000000
113.000000,241.000000
114.000000,240.000000
115.000000,240.000000
116.000000,239.000000
117.000000,239.000000
119.000000,237.000000
120.000000,237.000000
121.000000,236.000000
128.000000,236.000000
129.000000,237.000000
135.000000,237.000000
136.000000,238.000000
137.000000,238.000000
138.000000,237.000000
139.000000,237.000000
140.000000,236.000000
140.000000,235.000000
142.000000,233.000000
142.000000,231.000000
145.000000,228.000000
146.000000,228.000000
148.000000,230.000000
148.000000,231.000000
147.000000,232.000000
147.000000,233.000000
148.000000,234.000000
150.000000,234.000000
154.000000,238.000000
154.000000,240.000000
155.000000,241.000000
155.000000,250.000000
156.000000,251.000000
156.000000,253.000000
157.000000,254.000000
157.000000,255.000000
215.000000,255.000000
215.000000,254.000000
216.000000,253.000000
216.000000,252.000000
221.000000,247.000000
225.000000,247.000000
227.000000,249.000000
224.000000,252.000000
223.000000,252.000000
222.000000,253.000000
222.000000,255.000000
255.000000,255.000000
255.000000,218.000000
253.000000,216.000000
255.000000,214.000000
255.000000,164.000000
253.000000,162.000000
253.000000,157.000000
255.000000,155.000000
255.000000,85.000000
