x,y
192.000000,97.000000
191.000000,98.000000
191.000000,99.000000
190.000000,100.000000
190.000000,101.000000
186.000000,105.000000
185.000000,105.000000
183.000000,103.000000
182.000000,103.000000
181.000000,102.000000
176.000000,102.000000
175.000000,103.000000
174.000000,103.000000
173.000000,104.000000
177.000000,108.000000
178.000000,108.000000
179.000000,109.000000
182.000000,109.000000
183.000000,108.000000
185.000000,110.000000
186.000000,110.000000
189.000000,107.000000
191.000000,107.000000
193.000000,109.000000
193.000000,110.000000
195.000000,112.000000
196.000000,112.000000
197.000000,111.000000
197.000000,109.000000
195.000000,107.000000
195.000000,105.000000
198.000000,102.000000
198.000000,100.000000
197.000000,99.000000
196.000000,99.000000
194.000000,97.000000
