x,y
241.000000,193.000000
239.000000,195.000000
239.000000,197.000000
237.000000,199.000000
236.000000,199.000000
234.000000,201.000000
235.000000,202.000000
236.000000,202.000000
237.000000,203.000000
238.000000,203.000000
239.000000,204.000000
240.000000,204.000000
242.000000,202.000000
244.000000,202.000000
245.000000,203.000000
246.000000,203.000000
247.000000,204.000000
249.000000,204.000000
250.000000,203.000000
251.000000,203.000000
252.000000,202.000000
252.000000,201.000000
253.000000,200.000000
252.000000,199.000000
252.000000,198.000000
251.000000,197.000000
248.000000,197.000000
247.000000,198.000000
242.000000,193.000000
