x,y
245.000000,188.000000
244.000000,189.000000
245.000000,190.000000
245.000000,191.000000
248.000000,194.000000
248.000000,195.000000
246.000000,197.000000
245.000000,196.000000
244.000000,196.000000
243.000000,197.000000
244.000000,198.000000
245.000000,198.000000
246.000000,197.000000
247.000000,198.000000
249.000000,198.000000
250.000000,197.000000
250.000000,196.000000
253.000000,193.000000
255.000000,193.000000
255.000000,189.000000
252.000000,189.000000
251.000000,188.000000
249.000000,188.000000
248.000000,189.000000
247.000000,189.000000
246.000000,188.000000
