x,y
229.000000,119.000000
228.000000,120.000000
228.000000,122.000000
229.000000,123.000000
230.000000,123.000000
231.000000,122.000000
234.000000,125.000000
233.000000,126.000000
233.000000,127.000000
234.000000,128.000000
235.000000,128.000000
236.000000,129.000000
237.000000,129.000000
238.000000,130.000000
240.000000,130.000000
241.000000,131.000000
242.000000,130.000000
242.000000,129.000000
239.000000,126.000000
239.000000,124.000000
238.000000,123.000000
238.000000,121.000000
236.000000,119.000000
234.000000,119.000000
233.000000,120.000000
230.000000,120.000000
