x,y
24.000000,236.000000
23.000000,237.000000
25.000000,239.000000
26.000000,239.000000
28.000000,241.000000
28.000000,243.000000
26.000000,245.000000
25.000000,244.000000
24.000000,244.000000
23.000000,245.000000
24.000000,246.000000
25.000000,246.000000
26.000000,247.000000
28.000000,245.000000
30.000000,245.000000
33.000000,248.000000
34.000000,248.000000
36.000000,250.000000
36.000000,251.000000
37.000000,252.000000
38.000000,252.000000
39.000000,251.000000
44.000000,251.000000
45.000000,250.000000
45.000000,247.000000
44.000000,246.000000
44.000000,245.000000
46.000000,243.000000
50.000000,243.000000
52.000000,241.000000
51.000000,240.000000
49.000000,240.000000
48.000000,239.000000
45.000000,239.000000
44.000000,238.000000
42.000000,238.000000
41.000000,237.000000
38.000000,237.000000
37.000000,238.000000
35.000000,238.000000
34.000000,237.000000
28.000000,237.000000
27.000000,236.000000
