x,y
0.000000,117.000000
0.000000,132.000000
5.000000,132.000000
6.000000,133.000000
12.000000,133.000000
13.000000,134.000000
25.000000,134.000000
28.000000,131.000000
29.000000,131.000000
32.000000,134.000000
34.000000,134.000000
35.000000,133.000000
35.000000,132.000000
38.000000,129.000000
38.000000,128.000000
40.000000,126.000000
43.000000,126.000000
44.000000,127.000000
47.000000,127.000000
49.000000,129.000000
49.000000,130.000000
48.000000,131.000000
48.000000,134.000000
47.000000,135.000000
47.000000,136.000000
48.000000,137.000000
49.000000,137.000000
50.000000,138.000000
53.000000,138.000000
54.000000,139.000000
57.000000,139.000000
58.000000,140.000000
69.000000,140.000000
70.000000,139.000000
71.000000,139.000000
72.000000,138.000000
73.000000,138.000000
74.000000,137.000000
83.000000,137.000000
86.000000,140.000000
86.000000,141.000000
89.000000,144.000000
99.000000,144.000000
100.000000,145.000000
101.000000,145.000000
102.000000,146.000000
104.000000,146.000000
105.000000,147.000000
110.000000,147.000000
111.000000,148.000000
117.000000,148.000000
118.000000,149.000000
126.000000,149.000000
127.000000,150.000000
128.000000,149.000000
127.000000,148.000000
126.000000,148.000000
124.000000,146.000000
126.000000,144.000000
126.000000,141.000000
128.000000,139.000000
130.000000,139.000000
131.000000,138.000000
133.000000,138.000000
134.000000,137.000000
132.000000,135.000000
132.000000,134.000000
131.000000,133.000000
129.000000,135.000000
125.000000,135.000000
123.000000,133.000000
121.000000,133.000000
120.000000,134.000000
119.000000,134.000000
118.000000,133.000000
110.000000,133.000000
109.000000,132.000000
105.000000,132.000000
104.000000,131.000000
97.000000,131.000000
96.000000,130.000000
91.000000,130.000000
90.000000,129.000000
84.000000,129.000000
83.000000,128.000000
77.000000,128.000000
76.000000,127.000000
70.000000,127.000000
69.000000,126.000000
63.000000,126.000000
62.000000,125.000000
56.000000,125.000000
55.000000,124.000000
49.000000,124.000000
48.000000,123.000000
41.000000,123.000000
40.000000,122.000000
35.000000,122.000000
34.000000,121.000000
28.000000,121.000000
27.000000,120.000000
21.000000,120.000000
20.000000,119.000000
14.000000,119.000000
13.000000,118.000000
7.000000,118.000000
6.000000,117.000000
