x,y
49.000000,94.000000
46.000000,97.000000
46.000000,98.000000
47.000000,99.000000
46.000000,100.000000
46.000000,104.000000
43.000000,107.000000
41.000000,107.000000
35.000000,113.000000
33.000000,111.000000
33.000000,109.000000
32.000000,108.000000
31.000000,109.000000
31.000000,110.000000
32.000000,111.000000
32.000000,112.000000
35.000000,115.000000
35.000000,117.000000
38.000000,120.000000
41.000000,117.000000
42.000000,117.000000
46.000000,121.000000
43.000000,124.000000
43.000000,125.000000
42.000000,126.000000
43.000000,127.000000
45.000000,127.000000
47.000000,125.000000
48.000000,125.000000
50.000000,127.000000
50.000000,128.000000
52.000000,130.000000
54.000000,130.000000
56.000000,128.000000
58.000000,128.000000
59.000000,127.000000
59.000000,125.000000
55.000000,121.000000
55.000000,119.000000
54.000000,118.000000
54.000000,117.000000
53.000000,116.000000
53.000000,115.000000
52.000000,114.000000
51.000000,115.000000
49.000000,113.000000
49.000000,109.000000
50.000000,108.000000
50.000000,105.000000
51.000000,104.000000
51.000000,103.000000
52.000000,102.000000
52.000000,101.000000
51.000000,100.000000
51.000000,98.000000
50.000000,97.000000
50.000000,95.000000
