x,y
155.000000,97.000000
154.000000,98.000000
152.000000,98.000000
151.000000,99.000000
151.000000,107.000000
150.000000,108.000000
150.000000,109.000000
153.000000,112.000000
153.000000,113.000000
158.000000,118.000000
158.000000,119.000000
160.000000,121.000000
160.000000,124.000000
161.000000,125.000000
165.000000,125.000000
166.000000,124.000000
166.000000,123.000000
164.000000,121.000000
164.000000,118.000000
163.000000,117.000000
161.000000,117.000000
157.000000,113.000000
157.000000,111.000000
156.000000,110.000000
156.000000,108.000000
155.000000,107.000000
155.000000,103.000000
154.000000,102.000000
155.000000,101.000000
155.000000,99.000000
156.000000,98.000000
