x,y
25.000000,226.000000
22.000000,229.000000
18.000000,229.000000
15.000000,232.000000
14.000000,232.000000
13.000000,233.000000
12.000000,233.000000
9.000000,230.000000
9.000000,229.000000
7.000000,227.000000
4.000000,227.000000
3.000000,228.000000
2.000000,228.000000
1.000000,227.000000
0.000000,227.000000
0.000000,255.000000
15.000000,255.000000
15.000000,254.000000
16.000000,253.000000
16.000000,252.000000
20.000000,248.000000
20.000000,247.000000
21.000000,246.000000
21.000000,241.000000
23.000000,239.000000
23.000000,238.000000
26.000000,235.000000
28.000000,235.000000
30.000000,233.000000
30.000000,231.000000
29.000000,230.000000
28.000000,230.000000
26.000000,228.000000
26.000000,227.000000
