x,y
116.000000,217.000000
115.000000,218.000000
117.000000,220.000000
114.000000,223.000000
113.000000,223.000000
112.000000,224.000000
112.000000,225.000000
111.000000,226.000000
114.000000,229.000000
112.000000,231.000000
113.000000,232.000000
114.000000,231.000000
113.000000,230.000000
115.000000,228.000000
115.000000,226.000000
117.000000,224.000000
118.000000,224.000000
119.000000,225.000000
123.000000,225.000000
126.000000,222.000000
126.000000,221.000000
124.000000,219.000000
123.000000,220.000000
122.000000,220.000000
121.000000,219.000000
120.000000,219.000000
118.000000,217.000000
