x,y
70.000000,241.000000
69.000000,242.000000
69.000000,243.000000
67.000000,245.000000
66.000000,245.000000
64.000000,243.000000
63.000000,243.000000
60.000000,246.000000
61.000000,247.000000
63.000000,247.000000
65.000000,249.000000
63.000000,251.000000
56.000000,251.000000
55.000000,250.000000
54.000000,250.000000
53.000000,249.000000
52.000000,250.000000
45.000000,250.000000
44.000000,249.000000
42.000000,249.000000
41.000000,248.000000
32.000000,248.000000
31.000000,247.000000
30.000000,247.000000
29.000000,248.000000
29.000000,249.000000
30.000000,250.000000
33.000000,250.000000
34.000000,251.000000
38.000000,251.000000
41.000000,254.000000
41.000000,255.000000
90.000000,255.000000
90.000000,253.000000
91.000000,252.000000
91.000000,250.000000
94.000000,247.000000
94.000000,246.000000
93.000000,245.000000
91.000000,247.000000
89.000000,245.000000
89.000000,244.000000
88.000000,243.000000
87.000000,244.000000
85.000000,244.000000
84.000000,243.000000
83.000000,243.000000
81.000000,241.000000
76.000000,241.000000
75.000000,242.000000
74.000000,242.000000
73.000000,243.000000
72.000000,242.000000
71.000000,242.000000
