x,y
109.000000,180.000000
108.000000,181.000000
108.000000,182.000000
112.000000,186.000000
110.000000,188.000000
108.000000,188.000000
102.000000,182.000000
101.000000,182.000000
100.000000,183.000000
102.000000,185.000000
102.000000,186.000000
104.000000,188.000000
105.000000,188.000000
106.000000,189.000000
107.000000,189.000000
108.000000,190.000000
109.000000,190.000000
112.000000,193.000000
109.000000,196.000000
107.000000,196.000000
106.000000,195.000000
105.000000,195.000000
104.000000,194.000000
100.000000,194.000000
99.000000,193.000000
97.000000,193.000000
95.000000,191.000000
93.000000,191.000000
92.000000,192.000000
91.000000,192.000000
88.000000,189.000000
87.000000,190.000000
87.000000,192.000000
85.000000,194.000000
84.000000,194.000000
83.000000,193.000000
82.000000,193.000000
78.000000,197.000000
78.000000,201.000000
79.000000,202.000000
81.000000,202.000000
83.000000,204.000000
89.000000,204.000000
91.000000,202.000000
94.000000,202.000000
95.000000,201.000000
96.000000,201.000000
98.000000,199.000000
99.000000,199.000000
100.000000,198.000000
101.000000,198.000000
103.000000,196.000000
104.000000,196.000000
105.000000,197.000000
106.000000,197.000000
116.000000,207.000000
117.000000,207.000000
119.000000,205.000000
118.000000,204.000000
118.000000,201.000000
120.000000,199.000000
120.000000,198.000000
124.000000,194.000000
125.000000,194.000000
126.000000,193.000000
129.000000,193.000000
132.000000,196.000000
134.000000,196.000000
136.000000,194.000000
136.000000,193.000000
137.000000,192.000000
137.000000,190.000000
139.000000,188.000000
140.000000,188.000000
141.000000,189.000000
142.000000,189.000000
143.000000,190.000000
144.000000,189.000000
144.000000,187.000000
142.000000,185.000000
139.000000,188.000000
138.000000,187.000000
125.000000,187.000000
122.000000,184.000000
122.000000,181.000000
121.000000,180.000000
120.000000,180.000000
119.000000,181.000000
113.000000,181.000000
112.000000,180.000000
