x,y
112.000000,188.000000
111.000000,189.000000
111.000000,190.000000
113.000000,192.000000
113.000000,194.000000
114.000000,195.000000
115.000000,194.000000
115.000000,193.000000
117.000000,191.000000
119.000000,191.000000
120.000000,192.000000
121.000000,192.000000
122.000000,191.000000
123.000000,192.000000
125.000000,192.000000
127.000000,194.000000
125.000000,196.000000
123.000000,196.000000
121.000000,194.000000
120.000000,194.000000
119.000000,195.000000
118.000000,195.000000
117.000000,196.000000
117.000000,197.000000
118.000000,198.000000
119.000000,198.000000
120.000000,199.000000
126.000000,199.000000
127.000000,200.000000
131.000000,200.000000
132.000000,199.000000
133.000000,199.000000
136.000000,196.000000
135.000000,195.000000
134.000000,196.000000
133.000000,196.000000
132.000000,197.000000
130.000000,195.000000
130.000000,193.000000
131.000000,192.000000
131.000000,190.000000
130.000000,189.000000
129.000000,189.000000
128.000000,188.000000
127.000000,188.000000
126.000000,189.000000
122.000000,189.000000
121.000000,190.000000
120.000000,190.000000
119.000000,189.000000
114.000000,189.000000
113.000000,188.000000
