x,y
157.000000,85.000000
156.000000,86.000000
156.000000,87.000000
159.000000,90.000000
159.000000,92.000000
157.000000,94.000000
154.000000,94.000000
153.000000,95.000000
153.000000,96.000000
154.000000,97.000000
154.000000,98.000000
152.000000,100.000000
149.000000,100.000000
148.000000,101.000000
147.000000,101.000000
144.000000,104.000000
144.000000,105.000000
146.000000,107.000000
147.000000,107.000000
149.000000,105.000000
153.000000,105.000000
156.000000,102.000000
164.000000,102.000000
167.000000,99.000000
167.000000,98.000000
166.000000,97.000000
164.000000,97.000000
162.000000,95.000000
162.000000,94.000000
164.000000,92.000000
166.000000,92.000000
168.000000,90.000000
166.000000,88.000000
165.000000,88.000000
162.000000,85.000000
