x,y
158.000000,236.000000
157.000000,237.000000
157.000000,240.000000
155.000000,242.000000
150.000000,242.000000
149.000000,243.000000
149.000000,245.000000
148.000000,246.000000
148.000000,248.000000
146.000000,250.000000
143.000000,250.000000
140.000000,247.000000
138.000000,249.000000
138.000000,250.000000
137.000000,251.000000
137.000000,252.000000
139.000000,254.000000
139.000000,255.000000
147.000000,255.000000
147.000000,254.000000
148.000000,253.000000
148.000000,252.000000
149.000000,251.000000
149.000000,250.000000
153.000000,246.000000
154.000000,246.000000
157.000000,249.000000
159.000000,247.000000
159.000000,246.000000
160.000000,245.000000
160.000000,242.000000
159.000000,241.000000
159.000000,238.000000
160.000000,237.000000
159.000000,236.000000
