x,y
203.000000,114.000000
202.000000,115.000000
202.000000,119.000000
203.000000,120.000000
204.000000,120.000000
205.000000,119.000000
209.000000,123.000000
210.000000,123.000000
212.000000,125.000000
212.000000,126.000000
214.000000,128.000000
215.000000,128.000000
216.000000,129.000000
218.000000,127.000000
218.000000,126.000000
221.000000,123.000000
221.000000,122.000000
224.000000,119.000000
224.000000,117.000000
223.000000,116.000000
222.000000,116.000000
221.000000,117.000000
221.000000,118.000000
220.000000,119.000000
220.000000,121.000000
218.000000,123.000000
216.000000,123.000000
214.000000,121.000000
210.000000,121.000000
205.000000,116.000000
205.000000,115.000000
204.000000,114.000000
